0.4,0.3,-2.4
0.5,-0.0,2.9
0.5,0.1,-2.5
0.4,-0.0,-2.9
0.26,-0.1,2.89
0.3,-0.1,2.3
0.38,0.37,-2.16
0.4,-0.2,2.7
0.5,0.3,-2.1
0.4,-0.2,2.3
0.7,-0.0,-2.8
0.7,-0.0,-2.8
0.3,0.1,-2.7
0.4,-0.1,2.6
0.3,0.1,-2.4
0.38,0.37,-2.15
0.3,-0.0,3.0
0.3,-0.1,2.3
0.3,0.1,-2.7
0.4,-0.0,3.0
0.4,-0.1,2.8
0.3,-0.1,2.3
0.5,0.33,-1.99
0.5,-0.1,3.1
0.4,-0.1,3.0
0.5,0.0,2.9
0.6,-0.0,2.8
0.5,-0.2,2.9
0.3,-0.1,2.6
0.4,0.3,-2.0
0.5,-0.1,2.5
0.3,-0.2,1.8
0.3,-0.3,2.3
0.3,0.1,-2.6
0.3,-0.3,1.7
0.5,-0.0,2.9
0.26,0.1,-2.39
0.4,-0.2,2.6
0.6,0.1,3.0
0.5,0.2,-2.4
0.4,-0.2,2.5
0.39,0.36,-1.89
0.4,-0.2,2.1
0.4,-0.2,2.7
0.5,0.0,-2.9
0.4,0.1,-3.0
0.39,0.36,-1.87
0.4,0.1,-3.0
0.3,-0.2,1.8
0.27,-0.09,2.56
0.3,-0.2,2.3
0.5,0.0,3.1
0.3,0.2,-1.9
0.5,0.3,-2.2
0.4,0.2,-2.2
0.5,-0.1,2.8
0.4,-0.1,2.8
0.26,-0.14,2.41
0.3,0.0,-3.1
0.4,0.2,-2.7
0.4,0.1,-3.0
0.5,-0.2,2.3
0.3,0.1,-2.2
0.26,-0.14,2.41
0.4,-0.2,2.7
0.6,-0.1,-3.1
0.3,-0.3,1.7
0.3,-0.2,2.1
0.6,0.1,-2.59
0.5,-0.2,2.4
0.29,-0.1,2.57
0.6,0.1,-2.7
0.4,0.1,-2.5
0.62,0.35,-2.69
0.5,-0.2,2.4
0.5,0.0,2.8
0.5,-0.1,2.9
0.4,-0.1,2.4
0.5,-0.1,3.1
0.6,-0.2,2.9
0.3,-0.3,1.7
0.3,0.2,-2.3
0.3,-0.2,2.3
0.3,-0.1,2.6
0.4,-0.1,2.8
0.4,0.2,-2.58
0.4,0.2,-2.7
0.4,-0.2,2.2
0.3,0.2,-2.3
0.5,0.1,3.1
0.5,-0.0,-2.8
0.3,0.2,-1.8
0.3,-0.3,1.7
0.4,0.1,-2.4
0.3,0.2,-2.0
0.3,0.2,-1.98
0.6,0.1,3.1
0.5,0.1,-2.9
0.21,-0.22,1.47
0.4,0.2,-2.3
0.6,0.3,-2.3
0.39,0.36,-1.86
0.3,-0.2,2.3
0.4,-0.2,2.1
0.4,0.1,-2.9
0.21,0.23,-1.38
0.3,0.1,-2.2
0.5,-0.0,3.1
0.6,0.0,2.8
0.4,0.2,-2.2
0.5,-0.1,2.7
0.3,0.2,-2.2
0.3,-0.2,2.3
0.3,-0.2,2.2
0.4,0.3,-2.4
0.38,0.37,-2.22
0.3,0.2,-2.0
0.5,0.1,-2.9
0.5,0.1,-2.6
0.3,0.0,-3.0
0.3,0.3,-1.7
0.4,0.1,-2.4
0.3,-0.1,2.3
0.5,0.1,3.1
0.5,-0.1,3.0
0.3,0.2,-1.8
0.4,0.1,-2.8
0.3,0.1,-2.5
0.3,0.2,-1.9
0.3,-0.4,1.6
0.5,0.3,-2.1
0.5,0.1,3.1
-0.45,-0.77,-2.92
0.3,-0.0,3.1
0.4,0.2,-2.7
0.5,0.2,-2.7
0.3,-0.2,1.8
0.27,0.1,-2.14
0.4,-0.1,2.7
0.4,-0.2,2.2
0.5,0.1,-2.8
0.4,-0.0,-3.0
0.4,-0.1,2.5
0.3,-0.3,1.7
0.6,0.1,-3.1
0.4,-0.1,2.6
0.4,-0.0,3.0
0.4,0.0,-3.1
0.5,-0.1,2.7
0.38,0.37,-2.09
0.4,-0.1,2.5
0.4,0.1,-2.4
0.7,0.0,3.1
0.8,0.1,-2.6
0.3,0.2,-2.4
0.5,0.1,-2.5
0.3,0.2,-2.2
0.5,-0.2,2.9
0.5,0.1,3.1
0.4,0.0,3.1
0.5,-0.0,2.9
0.5,0.3,-2.7
0.5,-0.1,2.9
0.3,-0.2,1.9
0.5,-0.1,-3.1
0.5,-0.1,2.5
0.5,0.1,-3.1
0.4,-0.1,2.5
0.4,0.1,-2.9
0.4,0.2,-2.7
0.3,-0.1,2.2
0.4,0.2,-2.6
0.61,-0.33,2.93
0.3,0.3,-1.61
0.3,0.2,-2.1
0.5,0.1,-2.5
0.3,0.1,-2.3
0.5,0.1,-2.6
0.4,0.2,-2.7
0.5,-0.1,3.0
0.5,0.0,3.1
0.5,-0.1,2.8
0.4,-0.2,2.6
0.5,0.2,-2.5
0.3,0.2,-1.8
0.6,0.1,3.0
0.4,-0.2,2.5
0.3,-0.3,2.0
0.4,-0.1,2.4
0.5,0.1,-2.8
