-0.7,0.7,-0.4
-0.5,1.0,-2.0
-0.7,0.8,-1.1
-0.4,0.9,-2.3
-0.5,0.8,-1.9
-0.6,0.9,-1.1
-0.7,0.8,-0.6
-0.4,1.0,-1.9
-0.5,0.8,-1.89
-0.3,0.8,-2.2
-0.7,0.8,-1.0
-0.7,0.8,-0.5
-0.8,0.7,-0.1
-0.6,0.8,-0.9
-0.5,0.8,-2.0
-0.6,0.8,-0.9
-0.3,1.1,-2.4
-0.4,0.7,-2.5
-0.6,0.9,-1.0
-0.4,0.9,-2.2
-0.3,0.8,-2.5
-0.3,0.7,-2.6
-0.4,0.9,-2.0
-0.5,0.8,-2.0
-0.3,0.8,-2.3
-0.5,0.8,-1.7
-0.2,0.71,-2.54
-0.3,0.8,-2.6
-0.2,0.7,-3.1
-0.59,0.9,-0.87
-0.6,0.8,-1.3
-0.3,0.9,-2.4
-0.6,0.9,-1.3
-0.6,0.8,-1.2
-0.5,1.0,-1.8
-0.4,0.9,-1.9
-0.5,0.8,-1.9
-0.2,0.9,-2.3
-0.4,0.9,-1.8
-0.5,0.8,-1.8
-0.1,0.8,-2.4
-0.3,0.8,-2.8
-0.4,1.0,-1.8
-0.5,1.0,-1.3
-0.3,0.7,-2.9
-0.5,1.0,-1.8
-0.3,0.9,-2.5
-0.7,0.7,-0.6
-0.2,0.7,-2.6
-0.7,0.8,-0.9
-0.58,0.96,-1.79
-0.8,0.7,-0.6
-0.7,0.8,-0.9
-0.2,0.8,-3.0
-0.3,0.7,-2.6
-0.6,0.9,-1.1
-0.5,1.0,-1.5
-0.3,0.8,-2.3
-0.4,0.8,-2.3
-0.3,0.7,-3.03
-0.7,0.7,-0.7
-0.3,0.8,-2.3
-0.6,0.8,-1.4
-0.6,0.8,-1.2
-0.3,0.7,-2.5
-0.5,0.8,-1.6
-0.4,0.9,-2.0
-0.7,0.7,-0.6
-0.4,0.9,-1.9
-0.7,0.7,-0.4
-0.4,0.9,-2.3
-0.6,0.8,-0.9
-0.5,0.8,-1.6
-0.4,0.7,-2.7
-0.4,1.0,-2.2
-0.4,0.9,-1.8
-0.3,0.9,-2.4
-0.57,0.96,-1.66
-0.8,0.7,0.0
-0.4,1.0,-2.0
-0.7,0.8,-1.0
-0.5,1.0,-2.0
-0.6,0.7,-0.9
-0.3,0.8,-2.7
-0.4,0.8,-2.0
-0.4,0.7,-2.4
-0.3,0.8,-2.1
-0.6,0.8,-1.4
-0.3,0.8,-2.2
-0.4,0.8,-2.2
-0.7,0.7,-0.5
-0.6,0.7,-0.8
-0.8,0.7,-0.6
-0.5,0.9,-1.7
